feat,corr,corr_log,corr_abs,corr_log_abs,values
7b58c8e37,0.0022788473867285043,0.013870594015213844,0.0022788473867285043,0.013870594015213844,4
cde9c35e8,-0.00392906952429991,0.005614616511332593,0.00392906952429991,0.005614616511332593,1
587a5d8c3,0.0264609768661718,0.0494334441130901,0.0264609768661718,0.0494334441130901,232
408d191b3,0.020636931136249217,0.042142771752803045,0.020636931136249217,0.042142771752803045,273
42fdff3a0,-0.02045434354014693,-0.0226304676846285,0.02045434354014693,0.0226304676846285,147
1e8801477,0.12586381656768766,0.0697331682354434,0.12586381656768766,0.0697331682354434,568
3770cb9fa,0.016428144958353368,0.020249495439014064,0.016428144958353368,0.020249495439014064,33
133714358,0.0017928956558119072,0.010942097532857561,0.0017928956558119072,0.010942097532857561,23
15dba7177,0.018079601701430855,0.01771910734122859,0.018079601701430855,0.01771910734122859,2
604ac0633,-0.010726964922949694,-0.0317488889759335,0.010726964922949694,0.0317488889759335,1
cbf34125e,-0.009763114043871216,-0.005345802293127726,0.009763114043871216,0.005345802293127726,4
4563c7ee5,-0.01529512576787075,-0.00907849631725456,0.01529512576787075,0.00907849631725456,5
c679b0013,-0.015118906329058787,-0.04375598150854351,0.015118906329058787,0.04375598150854351,2
93f686d09,0.02898540527578324,0.017767793382471867,0.02898540527578324,0.017767793382471867,44
8e7a80f64,0.014253331871585484,0.0182983304133015,0.014253331871585484,0.0182983304133015,15
e034322f0,0.008308158946521167,0.015578449051296251,0.008308158946521167,0.015578449051296251,37
60cb16e88,0.06664980305439812,0.03756702510530752,0.06664980305439812,0.03756702510530752,24
9d435a85b,0.0263908148404025,0.030674924491917454,0.0263908148404025,0.030674924491917454,74
73a32cd05,-0.013058080034587086,-0.023152521012713295,0.013058080034587086,0.023152521012713295,8
29eddc376,0.02048581780992379,0.06322472223653325,0.02048581780992379,0.06322472223653325,167
d8fa4d098,0.02355218544788513,0.028581712341941984,0.02355218544788513,0.028581712341941984,15
ef6fab1bc,0.0038473565210199964,0.004178260975793299,0.0038473565210199964,0.004178260975793299,50
1de1fda2c,-0.009722833732140584,-0.010142040200249284,0.009722833732140584,0.010142040200249284,1
665493ecc,-0.01587051383967364,-0.00747520168043358,0.01587051383967364,0.00747520168043358,49
ad207f7bb,0.24811299975766618,0.13580080446465817,0.24811299975766618,0.13580080446465817,423
e7620cba2,0.038770748751629,0.023165512095836626,0.038770748751629,0.023165512095836626,6
d40eb2705,0.004400204295357669,0.015579840513700571,0.004400204295357669,0.015579840513700571,32
5d26f4d92,-0.00862774862912069,-0.004198128615804939,0.00862774862912069,0.004198128615804939,1
fd206ec4d,0.00908137688918229,0.0017293971348328098,0.00908137688918229,0.0017293971348328098,81
19a4e3e16,-0.006919031535340349,0.004887127595805428,0.006919031535340349,0.004887127595805428,3
e975d3be7,-0.005303176371688346,-0.014054899260836117,0.005303176371688346,0.014054899260836117,20
0564ff72c,0.018116391834620132,0.034883266543013505,0.018116391834620132,0.034883266543013505,231
bd7e6d2af,-0.0008229140809617833,-0.0039244823389859825,0.0008229140809617833,0.0039244823389859825,6
4e86dd8f3,-0.014832233627673429,0.004482492410985649,0.014832233627673429,0.004482492410985649,326
2127bb611,0.04775176960547429,0.031213475215129512,0.04775176960547429,0.031213475215129512,56
59dfc16da,-0.01763071062407777,-0.015666885086176106,0.01763071062407777,0.015666885086176106,453
2f92a1a45,0.059661633074158775,0.04937380490095421,0.059661633074158775,0.04937380490095421,100
63f968fa6,0.008743123613350886,0.02068796223149377,0.008743123613350886,0.02068796223149377,102
312832f30,0.11255483745044222,0.05403153022013789,0.11255483745044222,0.05403153022013789,79
6679fe54f,-0.014953000149126547,0.0016607161330764906,0.014953000149126547,0.0016607161330764906,74
9f05b2279,0.02134460747294742,0.022473466072831787,0.02134460747294742,0.022473466072831787,3
dd2fc27b0,0.008524490300300206,0.013632610069070886,0.008524490300300206,0.013632610069070886,26
af1d28337,-0.015042731098771411,-0.024405889539444958,0.015042731098771411,0.024405889539444958,4
26b260c2b,0.005128733536922755,0.011426134918910615,0.005128733536922755,0.011426134918910615,4
7207afb67,-0.01335445179774969,0.0002464286906940682,0.01335445179774969,0.0002464286906940682,75
4a3248e89,-0.01008664938098533,-0.01361067223023965,0.01008664938098533,0.01361067223023965,1
4b6c549b1,0.02793310110253915,0.03491810831085523,0.02793310110253915,0.03491810831085523,287
f402f59ff,0.01591967628288051,0.016245864795658954,0.01591967628288051,0.016245864795658954,20
a75d400b8,0.045885179488363334,0.07462968338643967,0.045885179488363334,0.07462968338643967,603
8b6ae05dc,0.00035102600331744213,0.020434108574427106,0.00035102600331744213,0.020434108574427106,12
d318bea95,0.028458711951402125,0.02607734364579755,0.028458711951402125,0.02607734364579755,156
35da68abb,-0.0013910529822232273,0.01337311475532007,0.0013910529822232273,0.01337311475532007,273
4e98771c9,0.025472372492138746,0.011676726226306508,0.025472372492138746,0.011676726226306508,26
72505ebb2,0.018161720357136063,0.010711933380473328,0.018161720357136063,0.010711933380473328,36
1a6d866d7,-0.0008039528074007837,0.02196998747685633,0.0008039528074007837,0.02196998747685633,225
13bc4dacc,-0.02701802075323257,-0.015370627329402576,0.02701802075323257,0.015370627329402576,24
851697562,0.06582124432220618,0.034858926118426836,0.06582124432220618,0.034858926118426836,21
593d5a082,-0.013664585227102684,-0.012399667268199393,0.013664585227102684,0.012399667268199393,24
eef3f5c49,0.005046694568041061,0.011864026267988543,0.005046694568041061,0.011864026267988543,2
b495b7492,-0.0021973992913342398,0.0077473789148491505,0.0021973992913342398,0.0077473789148491505,3
ddd416fe0,-0.0007840760128555011,0.007979019930351963,0.0007840760128555011,0.007979019930351963,5
256f1449f,-0.0028713173986527874,0.00957200744686567,0.0028713173986527874,0.00957200744686567,28
e059a8594,-0.03430814331485512,-0.03403699276354812,0.03430814331485512,0.03403699276354812,171
c40750aed,-0.014750702112627932,-0.004595706109595726,0.014750702112627932,0.004595706109595726,36
22a123588,-0.01344923042598375,-0.02339940722285577,0.01344923042598375,0.02339940722285577,6
5502d45f5,-0.0017196986489526349,0.007995657446790441,0.0017196986489526349,0.007995657446790441,2
beb7f98fd,0.030527996341003488,0.05538949978284655,0.030527996341003488,0.05538949978284655,625
503de0024,0.015494094677871611,0.0211428775592869,0.015494094677871611,0.0211428775592869,11
68891097e,-0.02043306325856066,-0.017191443309213045,0.02043306325856066,0.017191443309213045,78
6035df6d8,-0.0032646562854546273,-0.00044508985393275477,0.0032646562854546273,0.00044508985393275477,37
7eacd712f,0.0061806061925124035,0.01808174734561792,0.0061806061925124035,0.01808174734561792,47
99f466457,0.00997489685848539,0.030331950953974254,0.00997489685848539,0.030331950953974254,226
701aaedab,-0.009004546978220897,-0.00931698663412901,0.009004546978220897,0.00931698663412901,3
6fec5a793,-0.010246193425618062,-0.00329408210359342,0.010246193425618062,0.00329408210359342,26
fe0dd1a15,0.0449129620073001,0.03372681224396081,0.0449129620073001,0.03372681224396081,178
c035b5d2d,-0.019406932559681095,-0.04193557319491481,0.019406932559681095,0.04193557319491481,5
1fb62e0dc,0.0346828305909057,0.023449441819914374,0.0346828305909057,0.023449441819914374,15
f7faf2d9f,-0.01621941860977138,-0.010824999562720372,0.01621941860977138,0.010824999562720372,128
ffb34b926,-0.01460638153008159,-0.017532920773987982,0.01460638153008159,0.017532920773987982,172
bc2bf3bcd,-0.0070339664099625665,0.015481445656422734,0.0070339664099625665,0.015481445656422734,266
025dea3b3,-0.0014661288495489094,0.01845563743249854,0.0014661288495489094,0.01845563743249854,143
e700276a2,0.016119163905062676,0.012981324460900763,0.016119163905062676,0.012981324460900763,191
b5ad8afe0,-0.010099043427989191,-0.013617336293231167,0.010099043427989191,0.013617336293231167,2
52695ed4a,-0.004155775403945449,0.008913576852388201,0.004155775403945449,0.008913576852388201,31
530e9b9b8,-0.014096732302014501,-0.014120201108398988,0.014096732302014501,0.014120201108398988,13
68a945b18,0.21218041727115586,0.13212445947572735,0.21218041727115586,0.13212445947572735,849
90db65912,0.04036898588938066,0.02298139442073156,0.04036898588938066,0.02298139442073156,44
d6033b6eb,0.00010018878664762678,0.009555882618809347,0.00010018878664762678,0.009555882618809347,1
4ea447064,-0.02959857176033647,-0.02942446931620133,0.02959857176033647,0.02942446931620133,177
018d6afbb,-0.0024424072667750883,0.0007475308135083635,0.0024424072667750883,0.0007475308135083635,6
f9db72cff,-0.013565433617226912,0.011904413730147844,0.013565433617226912,0.011904413730147844,129
4b336f62e,0.005381329604160826,-0.008972274392944308,0.005381329604160826,0.008972274392944308,18
99197edf2,0.030515733990503863,0.04351233969777439,0.030515733990503863,0.04351233969777439,223
526ed2bec,0.030861904916712056,0.04972825112485325,0.030861904916712056,0.04972825112485325,327
77eb013ca,-0.017609586657521246,-0.01932105018810984,0.017609586657521246,0.01932105018810984,125
9dbb6b717,0.024062094695656296,0.04051052841049312,0.024062094695656296,0.04051052841049312,263
bf6f90180,0.004975318481157334,0.012714808457889618,0.004975318481157334,0.012714808457889618,1
94e87cc26,-0.009814452513467034,-0.010887999164445538,0.009814452513467034,0.010887999164445538,2
186b87c05,-0.019906871689095558,-0.02852486006193123,0.019906871689095558,0.02852486006193123,129
ed0860a34,0.015837204123892463,0.02167393523136047,0.015837204123892463,0.02167393523136047,80
bd16de4ba,-0.021885927214641762,-0.007110523592991258,0.021885927214641762,0.007110523592991258,121
fcab1682f,-0.008510114914787049,-0.003749845810712355,0.008510114914787049,0.003749845810712355,1
55d7eb6d2,-0.008043916290384527,0.0024912926429865967,0.008043916290384527,0.0024912926429865967,27
0e1f6696a,0.24202337916227318,0.15326330698227245,0.24202337916227318,0.15326330698227245,333
49db469f5,-0.013961955002088272,-0.0205976552531314,0.013961955002088272,0.0205976552531314,89
1e6040658,-0.0004940928332268812,0.006794922616008949,0.0004940928332268812,0.006794922616008949,11
f99a09543,0.0728071948594573,0.06377466058206578,0.0728071948594573,0.06377466058206578,355
0c4bf4863,0.012379290672305435,0.011352315586533912,0.012379290672305435,0.011352315586533912,144
7d182d05c,-0.00864344769576182,-0.007442328858280381,0.00864344769576182,0.007442328858280381,4
2a933bcb8,0.0008529766505485178,0.04086993128796322,0.0008529766505485178,0.04086993128796322,163
adc70e02f,-0.027091196321049175,-0.02164053314016169,0.027091196321049175,0.02164053314016169,59
1520de553,-0.011957830651060689,-0.022516506079132997,0.011957830651060689,0.022516506079132997,196
ea21d2722,-0.008051208893337292,0.0003193782368731084,0.008051208893337292,0.0003193782368731084,6
dd0491aad,0.03738788637935705,0.04697147477435206,0.03738788637935705,0.04697147477435206,135
7210546b2,-0.0069275685820896485,0.0031404771612950208,0.0069275685820896485,0.0031404771612950208,151
188e8ca61,0.009122425949038875,0.013522118967155593,0.009122425949038875,0.013522118967155593,2
50640c29c,-0.0017085364206032,0.007891272972760235,0.0017085364206032,0.007891272972760235,13
8e028d2d2,-0.006361131627516491,-0.014174988536772294,0.006361131627516491,0.014174988536772294,173
b728093e6,0.00956182058208775,0.0056318309746249354,0.00956182058208775,0.0056318309746249354,33
607a7b8f0,0.03074525489380825,0.014218404450329665,0.03074525489380825,0.014218404450329665,30
2991c6c02,-0.006258258910386939,-0.0012182233134590196,0.006258258910386939,0.0012182233134590196,69
eb4dc2cdf,0.00786088859140463,0.016574038981406497,0.00786088859140463,0.016574038981406497,31
3ccc39318,7.119283300330643e-05,0.00951479103377262,7.119283300330643e-05,0.00951479103377262,2
b4e4a184a,0.013654727736533596,0.018622386096444864,0.013654727736533596,0.018622386096444864,53
90b0ed912,0.0007889542278169743,0.016813456818773765,0.0007889542278169743,0.016813456818773765,102
c38ca8ae3,-0.014807192661364207,0.000676383233952559,0.014807192661364207,0.000676383233952559,24
b21f5b472,0.004089701727054812,0.0011676381705134548,0.004089701727054812,0.0011676381705134548,4
1ff6be905,0.013389805130080451,0.028533078271587724,0.013389805130080451,0.028533078271587724,120
b9b7f388d,0.0070577437192961175,0.01824814936260239,0.0070577437192961175,0.01824814936260239,40
51ebff825,-0.0038433896987054472,-0.016317045475388824,0.0038433896987054472,0.016317045475388824,36
1a5a424f8,0.005855320373655407,0.018496446961810725,0.005855320373655407,0.018496446961810725,29
51c534b54,-0.010417530266701088,-0.0026276879603352303,0.010417530266701088,0.0026276879603352303,12
22b980fc8,0.0004802221027869248,0.016642440679686777,0.0004802221027869248,0.016642440679686777,85
9cc5d1d8f,0.010086756621115493,0.03775582581975726,0.010086756621115493,0.03775582581975726,421
7720ab0dd,-0.01512229565464379,-0.0435330949222994,0.01512229565464379,0.0435330949222994,2
63be1f619,0.03409411260226223,0.01475308371951628,0.03409411260226223,0.01475308371951628,136
f18d3931b,0.03667398439196078,0.032955845488645434,0.03667398439196078,0.032955845488645434,30
a61ce65a2,0.00895705847563923,0.021017241169717787,0.00895705847563923,0.021017241169717787,26
b77bc4dac,0.01987128001539465,0.0472013050169293,0.01987128001539465,0.0472013050169293,157
be448d5b9,0.008701786806789702,0.0083973495733697,0.008701786806789702,0.0083973495733697,134
5a53ebb69,-0.002232146356538936,-0.015071074056539024,0.002232146356538936,0.015071074056539024,27
437ff8730,-0.0034949295427197935,0.01426392018654164,0.0034949295427197935,0.01426392018654164,38
c224ec4d9,-0.004471790467205312,0.00350836188504919,0.004471790467205312,0.00350836188504919,19
212226b7b,-0.03277751938621514,-0.032949168879483126,0.03277751938621514,0.032949168879483126,58
170230a4c,-0.0058153178963079,-0.007120024619246016,0.0058153178963079,0.007120024619246016,4
c98c2d3c0,0.04805197523670285,0.04412161931770581,0.04805197523670285,0.04412161931770581,105
d5858c659,0.024600457392352188,0.0204464488700745,0.024600457392352188,0.0204464488700745,21
e8f065c9d,-0.013905830586358905,-0.013484523940350305,0.013905830586358905,0.013484523940350305,146
856225035,0.02081477625876912,0.039275559538584325,0.02081477625876912,0.039275559538584325,134
039b8bbc6,0.049868270462175984,0.025122613522969083,0.049868270462175984,0.025122613522969083,18
d4e8dd865,-0.024193346333889604,-0.0009338071644002937,0.024193346333889604,0.0009338071644002937,271
c44348d76,0.1620650242561002,0.07787935989457676,0.1620650242561002,0.07787935989457676,153
cc35ec717,-0.00990837971305085,-0.011736033690996144,0.00990837971305085,0.011736033690996144,1
d2919256b,-0.01097222055687342,-0.004796390627771372,0.01097222055687342,0.004796390627771372,148
b0b1c81ac,0.05366462853349608,0.04556081153313785,0.05366462853349608,0.04556081153313785,120
1f1f641f1,0.018912027876573114,0.03229551639663865,0.018912027876573114,0.03229551639663865,90
5df2068b0,-0.007176124190232276,0.0001575849680088101,0.007176124190232276,0.0001575849680088101,1
6cd6037bd,-0.013085592190498364,-0.02140077542384533,0.013085592190498364,0.02140077542384533,34
a61dfaaa3,0.024924683624094113,0.011520700634711103,0.024924683624094113,0.011520700634711103,3
aac0c81ba,-0.005177861249129597,-0.004171281997284535,0.005177861249129597,0.004171281997284535,40
87ba106d3,0.06408013802342305,0.025408277335863264,0.06408013802342305,0.025408277335863264,23
cb5161856,-0.01488947547477797,-0.010260682695752777,0.01488947547477797,0.010260682695752777,157
aaed60a3d,-0.0052462510188296405,0.005584850068158368,0.0052462510188296405,0.005584850068158368,123
29714c47d,-0.009468162777949728,-0.008347944144721892,0.009468162777949728,0.008347944144721892,1
2ab5a56f5,0.08212402884795703,0.03718588364703858,0.08212402884795703,0.03718588364703858,113
aeb3a6ccf,-0.021345674301951056,-0.01683321027646381,0.021345674301951056,0.01683321027646381,143
0badd2fa2,0.011234865628441672,0.007482581469903659,0.011234865628441672,0.007482581469903659,89
63c094ba4,0.16024947924865135,0.11892709188283773,0.16024947924865135,0.11892709188283773,742
5693d94b2,-0.009576423898123387,-0.019422056353391094,0.009576423898123387,0.019422056353391094,4
c14e46633,0.004118605174675362,0.012342770125422509,0.004118605174675362,0.012342770125422509,3
b1b17b543,-0.00849226473633948,0.00693515496537353,0.00849226473633948,0.00693515496537353,38
c5dacc85b,-0.024337610107035026,-0.028707244254318677,0.024337610107035026,0.028707244254318677,157
90a438099,0.01926839459596919,0.03143654221182532,0.01926839459596919,0.03143654221182532,102
fa6e76901,-0.021021739915546844,-0.019851060689329778,0.021021739915546844,0.019851060689329778,154
ef4b87773,0.01949536886674292,0.030168088365612883,0.01949536886674292,0.030168088365612883,304
14a5969a6,-0.014407116271914716,-0.004430429277533482,0.014407116271914716,0.004430429277533482,293
342e7eb03,0.08929279835415638,0.06731949032472588,0.08929279835415638,0.06731949032472588,712
cdf5a5db0,-0.013642595335792726,-0.004215418741293843,0.013642595335792726,0.004215418741293843,49
5661462ee,0.012513701654868765,0.011932056694694597,0.012513701654868765,0.011932056694694597,142
4c60b70b8,0.09266595383002083,0.053578774182819394,0.09266595383002083,0.053578774182819394,280
7e1c4f651,-0.027105242682330454,-0.026594685632688183,0.027105242682330454,0.026594685632688183,123
de14e7687,0.08294010198766077,0.052329817400265356,0.08294010198766077,0.052329817400265356,463
a1995906f,0.013742987690515084,0.030611721871727275,0.013742987690515084,0.030611721871727275,240
f2af9300f,0.03433067188896325,0.03601883664832547,0.03433067188896325,0.03601883664832547,75
1110cf9ea,0.15462509271858493,0.06562799346043842,0.15462509271858493,0.06562799346043842,244
61b568ab8,-0.0010047375880689292,0.012137862732394122,0.0010047375880689292,0.012137862732394122,13
