feat,rf_imp_score
fb49e4212,0.0007517435021666115
d7875bb6c,0.0007401407252815061
ce6349807,0.0007270711806557226
b791ce9aa,0.0007266955219245235
cd8048913,0.00071196920837373
5c6487af1,0.0006987906700761592
20442bac4,0.0006963759603420112
850027e38,0.0006917822623954735
fa1dd6e8c,0.0006912107394595496
092271eb3,0.000688447552304427
77eb013ca,0.0006695954751479715
ca04a07ca,0.0006517400009112174
8e4d0fe45,0.000636251190862031
e78e3031b,0.0006337181947604243
03490ef8c,0.0006296545699253246
3adf5e2b5,0.0006206407094555237
0b790ba3a,0.0006118545240350173
c8c6fe1a0,0.0006031220801687503
bb1113dbb,0.0006021136936839919
219982fda,0.0006009731877265088
3e0e55648,0.0005965483248197759
fc99f9426,0.000590052551711047
0656586a4,0.0005885306568504976
b88568883,0.0005827541837421508
adadb9a96,0.0005787921729723272
f1c20e3ef,0.0005783978631566348
fa6e76901,0.0005738805330932848
912f4f5de,0.0005644813069867235
26fc93eb7,0.0005633321908243696
402b0d650,0.0005578810662970607
8485abcab,0.0005389458684004468
08af3dd45,0.0005351082614112944
041c5d0c9,0.000531055038863166
9d5af277d,0.000527229825869686
8f3740670,0.0005252163945970436
a0fe4bb10,0.0005222040077266696
ed0860a34,0.0005183660909444176
c7ae29e66,0.000516773757719392
bbe4423a3,0.0005157543279129813
4685cc47b,0.000513470779574306
22eb11620,0.000511908375109584
9281abeea,0.0005015215515019165
adb64ff71,0.0004898528700122166
8ca08456c,0.0004871202021317433
2daf6b624,0.00047242104894260615
8f3807320,0.00046634595304108405
36a9a8479,0.00046368105497665086
0a26a3cfe,0.0004630039927689992
1bc285a83,0.0004606974827133542
57dd44c29,0.00046008810505477894
c9eda7d9c,0.00045530910430140577
10f17bd3e,0.00045083297534207004
5a798adc1,0.0004349428169143441
2eeadde2b,0.0004135665175860288
3770cb9fa,0.00041057759823787566
a3ef69ad5,0.00040887123037046944
c5cb7200e,0.0004037045199500361
86558e595,0.00039339013328078243
50603ae3d,0.0003895184920044347
1beb0ce65,0.00038695238163665406
dfd179071,0.00038488005486419775
1e6306c7c,0.00038169308093193325
122c135ed,0.00037847434639260824
b9ba17eb6,0.0003746353982394314
cef8a06cb,0.00037268532769863904
e7c0cfd0f,0.0003710337541174441
3ce93a21b,0.0003667946276261317
22ed6dba3,0.00036447262420008226
d421e03fd,0.0003641005536266864
916d17652,0.0003567881628902368
1604c0735,0.0003479899829371882
7b31055f1,0.00034777603923168685
8f57141ec,0.000340476592778093
c906cd268,0.0003396321537373819
3da5e42a7,0.0003389272221126188
2c6c62b54,0.0003370007288079641
68a945b18,0.00033344709150891043
ba42e41fa,0.0003320663018196421
08e89cc54,0.00032812392795747924
72d34a148,0.0003277262787066961
e79e5f72c,0.00032747756938008893
a3e023f65,0.00032725260978341846
d746efbfe,0.000326394191241094
a939664aa,0.00032445870006829247
2c0babb55,0.00032016431477352556
f9c3438ef,0.00031676846879387035
b4cfe861f,0.00031602387888861094
61c1b7eb6,0.00031488366994077697
60cd556c9,0.0003106801176818417
2cb73ede7,0.0003097745245664709
65753f40f,0.00030796119055635665
8160230fd,0.0003079298937621605
58e056e12,0.00030351632561723775
856856d94,0.0003013893111732903
bd8f989f1,0.00029921623299800624
4a0e1a740,0.00029796911203681356
8794c72c8,0.0002952415782445601
2087ed398,0.0002951887912252908
32cab3140,0.00029347550638785327
191e21b5f,0.0002734006484628275
ba5bbaffc,0.000269380010458395
7e814a30d,0.0002596889414755112
962424dd3,0.0002567396294405817
71c2f04c9,0.00025475708447988884
9f7b782ac,0.0002501861579547765
67102168f,0.00024834012059615025
1fa0f78d0,0.00024692442513168445
cbb673163,0.00024586948116323806
1a1962b67,0.0002451224325574512
2599a7eb7,0.00024403010778502904
e9b5b8919,0.00024235189022864565
7623d805a,0.00024175053938323875
8909db7d5,0.00024170534945877186
3c6980c42,0.00024081292713426397
0fe78acfa,0.0002398907450694184
fb387ea33,0.00023877814660654354
5780e6ffa,0.0002286069923558831
5fb85905d,0.00022845285155972755
4de164057,0.00022803342905781208
3cae817df,0.0002250783730659047
586b23138,0.00022407630943203005
848b67fcc,0.000222656457949897
99f466457,0.0002225505136210862
6f88afe65,0.00021955578631279934
76bfb8732,0.00021936155638338322
1110cf9ea,0.00021305685136105705
ed8ff54b5,0.00021060563661127291
2b2b5187e,0.0002100468612322689
d8296080a,0.0002067002237985594
001476ffa,0.0002049527161545295
c059f2574,0.00020390627218360688
df08959aa,0.00020067025151686716
413bbe772,0.00019775823680075573
0397f7c9b,0.000196949093128609
788e6045c,0.00019622579642040753
cdd16fdd1,0.00019609120438110494
9d4428628,0.00019365863370543717
f72edfb37,0.0001936319922118294
870e70063,0.00019301211131045597
fc436be29,0.0001922804478436942
5030aed26,0.00018408375936843346
a36b95f78,0.00018057221407721046
ed8951a75,0.00018023339944161094
69e1143e2,0.00018012008267988275
2ce2a1cdb,0.00017980288761977554
f98d7054f,0.00017970232002169402
fd9968f0d,0.00017948027732757034
37bd241bb,0.00017862002704038728
b14026520,0.0001785875484195088
fc02e674d,0.00017772220352237872
5fb9cabb1,0.00017667984145516705
685059fcd,0.00017659754504734313
861076e21,0.0001752594639210576
6c3d38537,0.00017524147561333542
9cc5d1d8f,0.00017491057336240155
3b54cc2cf,0.00017401499369505393
a19b05919,0.00017290405845731506
ced6a7e91,0.00017263824878147006
ff2c9aa8f,0.00017240619855908302
1602cb35d,0.00017120960390117128
693972ceb,0.0001710169547435287
3b74ac37b,0.000170524339176441
cb5587baa,0.00017038093723556163
b76bf3f19,0.00016929820934868806
1938873fd,0.0001676517561253107
37f11de5d,0.00016725700367696404
d7978c11c,0.00016640769754015393
3607eabff,0.0001658848453627986
c7775aabf,0.0001658122385857163
de63b3487,0.00016304803319424214
24b2da056,0.00016289194273928206
7de39a7eb,0.00016241948857887483
4f45e06b3,0.0001603601797308689
02827212f,0.00015993717773847346
e421c414e,0.00015958771505234794
1fe5d56b9,0.0001588340139496812
f7eee8212,0.00015856338586582802
0738fe5ff,0.00015701312481842402
3839f8553,0.00015692652034483297
2991c6c02,0.00015507661201608582
882a3da34,0.00015492153868248816
822e49b95,0.00015489670169889486
c624e6627,0.0001538232831922898
66146c12d,0.00015062127656290708
b6e38a517,0.00015039019414244648
1d81e197a,0.00014984237621532004
83fc7f74c,0.0001494410012730392
2684a37d2,0.00014869601167281593
776c262ad,0.0001480050843393804
20305585c,0.00014747017881396412
76e092b8c,0.0001469099172920068
2b8851e90,0.00014593259171438264
951ef1246,0.00014550027672185993
78947b2ad,0.00014485701187190843
c2cabb902,0.00014433828330773669
d168174c7,0.00014374760102793454
dd84674d0,0.00014242091315145504
8d2d050a2,0.00014199217585533517
317ee395d,0.00014148238745158062
525635722,0.00014097561983148212
74d7f2dc3,0.00014071816560567456
964037597,0.00014040229557529287
b6fa5a5fd,0.00013975953108620443
30b3daec2,0.0001386486047250686
467aa29ce,0.000137510095096094
ed6c300c2,0.0001360166945253592
424409985,0.00013417595796715734
d3245937e,0.00013229262855362714
d26279f1a,0.00012887411606299863
e50c9692b,0.00012587165416563247
1b681c3f0,0.00012582868393824645
6931ed626,0.00012398759544210737
11b0ebe2a,0.00012311293357334969
c612c5f8f,0.00012310830592258544
ca667c723,0.000123046445147806
4b9540ab3,0.00012246283921533204
8337d1adc,0.00012200404004842696
2b54cddfd,0.00012163767486857655
a8e15505d,0.00012120721659618208
5ac7e84c4,0.00012013043872052942
166008929,0.00011942780038118014
51c141e64,0.00011883030048318723
f3cf9341c,0.00011822529979835315
c5dacc85b,0.00011741544138664066
71ac2b961,0.00011720233648271357
21a3176c5,0.00011547376282311552
55a7e0643,0.00011390549307905044
a396ceeb9,0.00011302775082190656
0afb0ddcc,0.0001099547392749129
6eef030c1,0.00010884407115845129
4bcf15776,0.00010874346500508987
2b2a10857,0.00010842687822297254
75b663d7d,0.00010681640773396763
e4dbe4822,0.00010618940994244759
5d3b81ef8,0.00010379151213569896
c09edaf01,0.00010296301879701578
10596ddee,0.00010264600502408169
df1ed6b50,0.00010036117697245355
e9a8d043d,9.944683007515421e-05
58e8e2c82,9.824457372789529e-05
9a07d7b1f,9.783553888380512e-05
df838756c,9.724021086705104e-05
64c6eb1cb,9.67058511579882e-05
f02ecb19c,9.648543128933581e-05
6d0d72180,9.588072990940283e-05
e700276a2,9.524352908002114e-05
7ad6b38bd,9.311586296887993e-05
c4d657c5b,9.232212679327354e-05
d77583e88,9.192671120991545e-05
5547d6e11,9.159916532018127e-05
fec5644cf,9.123702797754894e-05
c47340d97,9.118674281186726e-05
23db7d793,9.077076238169137e-05
fec5eaf1a,8.727354298184741e-05
8e8736fc8,8.71343010306813e-05
6c27de664,8.004095667278598e-05
4ead853dc,7.934157705297696e-05
aca228668,7.908595108870244e-05
ea26c7fe6,7.839782481418339e-05
45f6d00da,7.832181169618218e-05
206ba1242,7.715162639476946e-05
a0453715a,7.58882194045457e-05
edc84139a,7.563550859763625e-05
0badd2fa2,7.560799096425272e-05
ef4b87773,7.547088451489254e-05
37f57824c,7.526700775663833e-05
1834f29f5,7.232529096701159e-05
6eaea198c,7.192985849168689e-05
1bf2dfd4a,7.08748793408519e-05
9b26736c3,6.966182359886833e-05
e431708ff,6.91244089045107e-05
280898a2f,6.910603317888341e-05
1a382b105,6.862115079949547e-05
348aedc21,6.702443822540418e-05
a1db86e3b,6.649343455769643e-05
57412a852,6.59807492159942e-05
215c4d496,6.578532654842024e-05
a78f85d49,6.393247081876749e-05
00e87edf2,6.15940151723517e-05
86f13324d,6.136957010990373e-05
266525925,6.001516250837521e-05
23c780950,5.998318211318293e-05
2f26d70f4,5.94280507630235e-05
b85fa8b27,5.9115535021972444e-05
a240f6da7,5.774112751168136e-05
1ce516986,5.746237688279641e-05
8c0a1fa32,5.593413884351506e-05
4fe8154c8,5.4723954433925764e-05
ba852cc7a,5.463952438769442e-05
7f38dafa6,5.457625679421648e-05
f6bdb908a,5.443207689645909e-05
ed76b9206,5.4249915821243435e-05
18562fc62,5.3746106069471366e-05
a00adf70e,5.342008572462092e-05
f0aa40974,5.274965063810447e-05
4c938629c,5.115506674250819e-05
935ca66a9,5.053904734875222e-05
bd308fe52,4.9305355744777755e-05
b46191036,4.735873135399228e-05
4c835bd02,4.4033534664544494e-05
4dcf81d65,4.3821449945105316e-05
1977eaf08,4.3653704626233416e-05
f0317ca4f,4.290637313169424e-05
faf024fa9,4.277252461106918e-05
402bb0761,4.111742172654033e-05
eb4f2651e,4.07747563726711e-05
a3fb07bfd,4.000257871107736e-05
227ac0d56,3.940115945816318e-05
072ac3897,3.912867001979927e-05
b96c4256a,3.7869525594708116e-05
f3b9c0b95,3.744504160563633e-05
aa164b93b,3.698129248135459e-05
457bd191d,3.6438084817285525e-05
eae884486,3.628903622763147e-05
4e21c4881,3.615068159942091e-05
6ab79c2fe,3.608751500831508e-05
3a48a2cd2,3.519760256915924e-05
cc507de6c,3.493369893578791e-05
0b8e10df6,3.4692456573237624e-05
e429ad370,3.467305684750835e-05
0dc4d6c7d,3.289982047442608e-05
12a00890f,3.277490946309615e-05
99e779ee0,3.23381066562805e-05
56a21fe66,3.090555920655429e-05
5c220a143,3.071025710320491e-05
37c0a4deb,3.013419681021174e-05
c30ff7f31,3.007833382836208e-05
786351d97,2.9842200532726732e-05
a6e871369,2.9497760274908156e-05
07cb6041d,2.903875759118479e-05
a79522786,2.712290839034436e-05
dc5a8f1d8,2.5835139842988185e-05
5b8c88c94,2.4705598997112546e-05
8f76eb6e5,2.4473837470079454e-05
e6c050854,2.428444974604608e-05
7acae7ae9,2.4084421263822035e-05
f39074b55,2.407785691338683e-05
9685f5e16,2.0642400353627342e-05
e7eb9a66b,2.0614489609509155e-05
203c64df6,2.0559172582836857e-05
ea4046b8d,2.0448689961512025e-05
e613715cc,1.9545681918437757e-05
526ed2bec,1.9074287390969625e-05
13ee58af1,1.846076634820713e-05
ff1551a48,1.8035920691816297e-05
93efdb50f,1.7470660038363527e-05
c08bf12d7,1.443218763547729e-05
1e403019b,1.4187314118019684e-05
8d8276242,1.3804916991525997e-05
324921c7b,1.3014575388502653e-05
8c8616b62,1.2805698576026817e-05
55dbd6bcb,1.2799179418390845e-05
cef9ab060,1.251537565327378e-05
c380056bb,1.2083458254079752e-05
4cb2946ce,1.196883754060043e-05
ad1466df8,1.1941645229458141e-05
46c525541,1.1797674687326025e-05
22abeffb6,1.1747754562101605e-05
038cca913,9.854360107657043e-06
c83fc48f2,9.85256244646825e-06
c4de134af,8.80494896532742e-06
cd24eae8a,5.6933314203470135e-06
d14ac08a8,4.561224199421559e-06
42b147ade,4.286361185942364e-06
5ee81cb6e,4.0638882788172345e-06
ad13147bd,4.055056577521038e-06
f1851d155,2.877891914956834e-06
0f8d7b98e,2.274265989707924e-06
9f85ae566,1.923138144003334e-06
39b3c553a,1.9095396793311104e-06
93ca30057,1.865186355768751e-06
ee6264d2b,1.2859495387457214e-06
37c85a274,1.0717523038005363e-06
1c71183bb,1.0009425732570277e-06
21b0cdc34,0.0
7ab374cb1,0.0
2d1dd55ed,0.0
fb8395d97,0.0
7f0d863ba,0.0
b22eb2036,0.0
e70581bed,0.0
56896bb36,0.0
c30399758,0.0
9fa984817,0.0
177571d9c,0.0
8e978ee65,0.0
4d3fb93d9,0.0
af1e16c95,0.0
e4eac6fc5,0.0
99fc30923,0.0
0d8f892fe,0.0
e9c45d66f,0.0
177993dc6,0.0
70f4f1129,0.0
a3c187bb0,0.0
adf03173b,0.0
fb2ab1513,0.0
33ed23348,0.0
6bf90e4f5,0.0
e5ac02d3c,0.0
b0fcfeab8,0.0
38bbaa62d,0.0
4f2f6b0b3,0.0
a8350fa96,0.0
d9fa0485a,0.0
aeff360c7,0.0
20e2c484e,0.0
3f6246360,0.0
dbb8e3055,0.0
63509764f,0.0
246488579,0.0
6fc3be3e7,0.0
5b9dfbf38,0.0
354d9a875,0.0
30992dccd,0.0
62c547c8e,0.0
6fff36435,0.0
adbe5fd20,0.0
ea3f3029c,0.0
b2f4d49d1,0.0
571380d69,0.0
b88e5de84,0.0
188a6e279,0.0
1aa44bdf8,0.0
f1e0ada11,0.0
2f489369f,0.0
9379a6483,0.0
47b5abbd6,0.0
5a99d7f30,0.0
4a921e941,0.0
465717e24,0.0
48130b04b,0.0
60b76e463,0.0
1af96abeb,0.0
4a3da18d3,0.0
5355ec916,0.0
875ad1c4a,0.0
007d71f12,0.0
5f6ea2fa9,0.0
913970e60,0.0
0b1560062,0.0
611151826,0.0
ed1d5d137,0.0
b3abb64d2,0.0
c6e8b5b5c,0.0
62fb56487,0.0
6f9d256a9,0.0
e0cad27c5,0.0
dd01f3999,0.0
3d4a6baed,0.0
5878b703c,0.0
26144d11f,0.0
97a327c93,0.0
22c019a2e,0.0
526a2282d,0.0
cacc1edae,0.0
892a4779b,0.0
a4151c1dc,0.0
fd6e11a24,0.0
52b08fd22,0.0
27859b383,0.0
4fe8b17c2,0.0
b5c4708ad,0.0
1413972fe,0.0
42481ff40,0.0
2e762ec53,0.0
4bffaff52,0.0
3621a6388,0.0
806dfdd51,0.0
07cfb1624,0.0
da59aa67e,0.0
7c080c111,0.0
8768af50f,0.0
b75aa754d,0.0
94efcb8df,0.0
f41f0eb2f,0.0
e7c0a50e8,0.0
cb22f8a26,0.0
aecaa2bc9,0.0
5a7e898a1,0.0
05f1b68b8,0.0
57b902085,0.0
346e3d609,0.0
7da54106c,0.0
7e58426a4,0.0
a029667de,0.0
edad0778a,0.0
f3316966c,0.0
720f83290,0.0
1fbbd4edf,0.0
dd4649092,0.0
3c4df440f,0.0
212efda42,0.0
7a12cc314,0.0
a84cbdab5,0.0
3f382323a,0.0
086328cc6,0.0
319e171fb,0.0
cfe749e26,0.0
9847e14d8,0.0
767b6d272,0.0
98d0d2971,0.0
4ceef6dbd,0.0
a63aaf7cc,0.0
930eacbc2,0.0
6ccaaf2d7,0.0
b6ee6dae6,0.0
bbd7e6282,0.0
e32c2263e,0.0
a2a1975d6,0.0
3f4a39818,0.0
95f5f514d,0.0
6045a2949,0.0
0616154cc,0.0
208308a47,0.0
1cb237c61,0.0
736513d36,0.0
006e72749,0.0
d53c850fd,0.0
91ace30bd,0.0
7b1ddbabf,0.0
3b583a709,0.0
45226872a,0.0
033e60778,0.0
b640ef3d3,0.0
b3bfbc1fa,0.0
d3ff41260,0.0
e744cd6c0,0.0
885cde177,0.0
207871d87,0.0
850d3a6f5,0.0
64d91247f,0.0
74d7998d4,0.0
0e931cdd3,0.0
91fd68481,0.0
6c7278ead,0.0
bfbc53791,0.0
834f60cb1,0.0
2cb50edc7,0.0
23fb9b02c,0.0
1bf37b3e2,0.0
81e3fed66,0.0
43ebb15de,0.0
47d17d395,0.0
f366072e4,0.0
a498f253f,0.0
65ee014d6,0.0
afc17ad79,0.0
aca96197c,0.0
4b1a994cc,0.0
cbbc9c431,0.0
edc919c58,0.0
95abd1cf2,0.0
39bd57a35,0.0
371ff7a11,0.0
504c7e3bb,0.0
f65a34c05,0.0
23c30648e,0.0
d233c64b4,0.0
50aaba7f1,0.0
0024cd760,0.0
b7ce8464e,0.0
81e02e0fa,0.0
da3b0b5bb,0.0
cb9333bd7,0.0
bf042d928,0.0
3132de0a3,0.0
b6636b458,0.0
f807767c5,0.0
16bf5a9a2,0.0
84ec1e3db,0.0
043e4971a,0.0
c5da3db1d,0.0
eb058a6c1,0.0
38a92f707,0.0
1b1a893f5,0.0
1998aa946,0.0
2c42b0dce,0.0
11c01e052,0.0
42002d9a1,0.0
0256b6714,0.0
acc5b709d,0.0
ff08cfbbe,0.0
ce3e5685e,0.0
57e185aad,0.0
4810efa27,0.0
dff08f7d5,0.0
7f9e0d947,0.0
5a648a09d,0.0
c0f2800fc,0.0
bb6f50464,0.0
3bdee45be,0.0
4052a9419,0.0
3b911747c,0.0
17be6c4e7,0.0
8dbd95b8d,0.0
92eb376f1,0.0
1029d9146,0.0
ef2056ce5,0.0
ad4e33a4c,0.0
c63b4a070,0.0
8b710e161,0.0
087e01c14,0.0
e8387d928,0.0
8a088af55,0.0
5e62457b7,0.0
41fb39de4,0.0
f58fb412c,0.0
9e38af23b,0.0
b5b797f71,0.0
902c5cd15,0.0
db7c939c5,0.0
4c48708d8,0.0
5c0b5d1d4,0.0
3cea34020,0.0
3f02111a8,0.0
5cf6f9d23,0.0
c30c6c467,0.0
4416cd92c,0.0
ae82c2c99,0.0
f10717d56,0.0
41016a42a,0.0
912836770,0.0
95c59140e,0.0
d834302b0,0.0
45293f374,0.0
46e10e042,0.0
69e8244a3,0.0
bb8c64083,0.0
26e998afd,0.0
03bfe48b2,0.0
9bb02469c,0.0
fd812d7e0,0.0
adc894423,0.0
7dcc40cda,0.0
fa2a340da,0.0
3690f6c26,0.0
ee95f6389,0.0
b914cfbb4,0.0
337153b58,0.0
49fea7ce7,0.0
14b9eadef,0.0
b2e82c050,0.0
e3fd6fa46,0.0
b59179d17,0.0
892f6f03e,0.0
50c7ea46a,0.0
879e1f51a,0.0
718f26ed2,0.0
2cc11689d,0.0
ccc7609f4,0.0
1614f0f84,0.0
86f0ede14,0.0
6809065b9,0.0
0de698985,0.0
b335915da,0.0
85f50c67d,0.0
467aabbb0,0.0
30a47af70,0.0
d93058147,0.0
d83da5921,0.0
c089837ee,0.0
698d05d29,0.0
1ea08665c,0.0
c47fe5e84,0.0
cbd0256fb,0.0
097c7841e,0.0
5f9879270,0.0
5580c77b0,0.0
d0e4129cb,0.0
fe1160758,0.0
3c9db4778,0.0
d21f097bb,0.0
cb5329038,0.0
25e2bcb45,0.0
76c1e9617,0.0
a388d3605,0.0
184166328,0.0
b658cdb8f,0.0
a257e4bb9,0.0
6e76d5df3,0.0
797fddbe0,0.0
0aea1fd67,0.0
556fb6bc0,0.0
06f44eb79,0.0
f4e243e21,0.0
6f113540d,0.0
675d9ac8b,0.0
489dde24b,0.0
befe0f9c4,0.0
4411325ed,0.0
38b2aa032,0.0
9f62e4134,0.0
01b72b3dc,0.0
0872fe14d,0.0
899dbe405,0.0
e5587ec32,0.0
dfde54714,0.0
7b8ac394f,0.0
6082be247,0.0
5c7eb01b4,0.0
f5c3dec81,0.0
d6470c4ce,0.0
78b3125cf,0.0
0f07e3775,0.0
c97e9681e,0.0
f3901acd1,0.0
23691e180,0.0
b0dedf365,0.0
f9a683437,0.0
16bf8b4ec,0.0
ef6e31d6b,0.0
10b318bda,0.0
ce999e374,0.0
127972c6a,0.0
f8de3e357,0.0
7a5f0ad65,0.0
74fa547c6,0.0
467bee277,0.0
7d287013b,0.0
44f3640e4,0.0
9702d7cc1,0.0
a61aa00b0,0.0
5b465f819,0.0
95e23c636,0.0
ffdc4bcf8,0.0
d7c59a989,0.0
939f628a7,0.0
86ac4926a,0.0
f9847e9fe,0.0
29ab304b9,0.0
22ff4e1b8,0.0
417fdb325,0.0
48df886f9,0.0
e5ddadc85,0.0
7e473a0c9,0.0
eca6cc5fd,0.0
f29dfa600,0.0
1e8e233aa,0.0
286bdeb79,0.0
f7c8c6ad3,0.0
5f7942448,0.0
bf0e69e55,0.0
50b2ed3a8,0.0
a7bc83f57,0.0
c2cfc2003,0.0
a765da8bc,0.0
509e911f0,0.0
c60453293,0.0
7ca10e94b,0.0
ffd50f0bf,0.0
14c2463ff,0.0
eb25d54d4,0.0
776e9945e,0.0
234664d1b,0.0
72e970835,0.0
be90775f4,0.0
02861e414,0.0
829fb34b8,0.0
76d34bbee,0.0
d7cdd8aef,0.0
63dfd4552,0.0
b77c707ef,0.0
f296082ec,0.0
fdae76b2c,0.0
324aaa96f,0.0
b8374ee4b,0.0
1a9501bae,0.0
81c73bfde,0.0
721c60041,0.0
950f2c435,0.0
963c9c0ac,0.0
45bc3b302,0.0
0955b4038,0.0
9751dccde,0.0
37426563f,0.0
581515692,0.0
86cefbcc0,0.0
27461b158,0.0
e7962beb9,0.0
87d052df5,0.0
9539d34c8,0.0
263fa7a1a,0.0
1a9b9e2fe,0.0
7def2d7d3,0.0
e0bb9cf0b,0.0
64cabb6e7,0.0
58a1cb6eb,0.0
c8313d222,0.0
8c1e20670,0.0
5244415dd,0.0
81545f1e1,0.0
e487c356d,0.0
74c5d55dc,0.0
88ef1d9a8,0.0
a9099e3b6,0.0
ef548a810,0.0
0e72651fe,0.0
3b8208d28,0.0
24addf864,0.0
39abf0d03,0.0
0700acbe1,0.0
95742c2bf,0.0
5f04745bf,0.0
6ebf9e1d9,0.0
2386963e4,0.0
f6ba9573d,0.0
15960e710,0.0
68afb64c3,0.0
232356685,0.0
40e17d035,0.0
19975f6ff,0.0
35c5fe0ff,0.0
b0cdc345e,0.0
7469da4e7,0.0
a0a622723,0.0
d5efae759,0.0
1af4ab267,0.0
de0aaf6f4,0.0
6ffeb3fdb,0.0
f81c2f1dd,0.0
0b2e88d2d,0.0
47e969ba0,0.0
cfa0c152e,0.0
118930f35,0.0
58057e2b0,0.0
eb19e8d63,0.0
2a71f4027,0.0
f967f827b,0.0
97b387235,0.0
ee99f8a68,0.0
ca6c23686,0.0
8d4f4c571,0.0
773c101b5,0.0
0427cdb39,0.0
5271beb00,0.0
4ddc6b32c,0.0
f41af7c85,0.0
ecd4c66ec,0.0
fbe583de5,0.0
0ba2922a3,0.0
e9be18e4b,0.0
3f8614071,0.0
b1645d357,0.0
903f6fed0,0.0
53aa182a2,0.0
fca8c003b,0.0
e8a3423d6,0.0
a924cf47a,0.0
d51d10e38,0.0
e1b20c3a6,0.0
03a4ccd7c,0.0
023bc78d8,0.0
098913433,0.0
f45dd927f,0.0
7166e3770,0.0
3de2a9e0d,0.0
59d2470ed,0.0
84067cfe0,0.0
d5fa73ead,0.0
a320c9747,0.0
5b318b659,0.0
1c6c0ffb1,0.0
718ce36a5,0.0
0989e152f,0.0
238af49a8,0.0
834fb292d,0.0
545d84e13,0.0
61063fa1c,0.0
dc60842fb,0.0
3fdef7fe4,0.0
e679b8085,0.0
15e4e8ee5,0.0
9509f66b0,0.0
07499792b,0.0
a760e7f65,0.0
caa9883f6,0.0
a6b6bc34a,0.0
fe33df1c4,0.0
a2a1fc349,0.0
a3da2277a,0.0
e093f6639,0.0
e8f43b3ab,0.0
92b047b55,0.0
8ba7eacbb,0.0
670a46cd0,0.0
717eff45b,0.0
22610c726,0.0
c633d0b3b,0.0
a9f61cf27,0.0
d37030d36,0.0
51c9aee7e,0.0
400e9303d,0.0
543010a22,0.0
f990bddac,0.0
03055cc36,0.0
